STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,na_item,National accounts indicator (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LT,Lithuania,2019,,145.359,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LT,Lithuania,2020,,145.421,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LT,Lithuania,2021,,154.720,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LT,Lithuania,2022,,158.535,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LT,Lithuania,2023,,159.707,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LT,Lithuania,2024,,164.547,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LT,Lithuania,2025,,169.351,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LU,Luxembourg,2016,,116.752,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LU,Luxembourg,2017,,118.290,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LU,Luxembourg,2018,,120.196,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LU,Luxembourg,2019,,123.500,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LU,Luxembourg,2020,,122.870,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LU,Luxembourg,2021,,131.385,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LU,Luxembourg,2022,,129.943,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LU,Luxembourg,2023,,130.072,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LU,Luxembourg,2024,,130.539,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LU,Luxembourg,2025,,131.371,,p,provisional,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LV,Latvia,2016,,122.658,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LV,Latvia,2017,,126.827,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LV,Latvia,2018,,132.293,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LV,Latvia,2019,,133.186,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LV,Latvia,2020,,128.566,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LV,Latvia,2021,,137.491,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LV,Latvia,2022,,140.116,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LV,Latvia,2023,,138.796,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LV,Latvia,2024,,138.745,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,LV,Latvia,2025,,141.711,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,ME,Montenegro,2016,,113.179,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,ME,Montenegro,2017,,116.820,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,ME,Montenegro,2018,,122.349,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,ME,Montenegro,2019,,127.725,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,ME,Montenegro,2020,,108.575,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,ME,Montenegro,2021,,122.740,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,ME,Montenegro,2022,,132.240,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,ME,Montenegro,2023,,140.807,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,ME,Montenegro,2024,,145.262,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,ME,Montenegro,2025,,149.249,,p,provisional,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,MK,North Macedonia,2016,,116.063,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,MK,North Macedonia,2017,,117.318,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,MK,North Macedonia,2018,,120.697,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,MK,North Macedonia,2019,,125.417,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,MK,North Macedonia,2020,,119.537,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,MK,North Macedonia,2021,,124.929,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,MK,North Macedonia,2022,,128.375,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,MK,North Macedonia,2023,,131.655,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,MK,North Macedonia,2024,,135.597,,p,provisional,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,MK,North Macedonia,2025,,140.325,,e,estimated,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,MT,Malta,2016,,137.226,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,MT,Malta,2017,,155.027,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,MT,Malta,2018,,166.172,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,MT,Malta,2019,,172.960,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,MT,Malta,2020,,166.980,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,MT,Malta,2021,,189.274,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,MT,Malta,2022,,194.182,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,MT,Malta,2023,,214.830,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,MT,Malta,2024,,228.177,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,MT,Malta,2025,,237.217,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,NL,Netherlands,2016,,107.078,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,NL,Netherlands,2017,,110.056,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,NL,Netherlands,2018,,112.542,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,NL,Netherlands,2019,,115.131,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,NL,Netherlands,2020,,110.677,,,,,
dataflow,ESTAT:NAMA_10_GDP$DEFAULTVIEW(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - annual data",A,Annual,CLV_I10,"Chain linked volumes, index 2010=100",B1GQ,Gross domestic product at market prices,NL,Netherlands,2021,,117.624,,,,,
